random,egreedy 0,egreedy 0.1,egreedy 0.2,Softmax 1,Softmax 0.1
0.8000249785,0.9227624328,1.1986743179,1.1682374958,0.9689236417,1.1666692194
0.8000553095,0.9227624425,1.1987280103,1.1682952682,0.9689329135,1.1666982372
0.8000991835,0.9227472249,1.1987650695,1.1683381242,0.9689785583,1.166720945
0.8000590987,0.922758695,1.1988058502,1.1683246877,0.9689569152,1.1667656
0.8000801566,0.9227407813,1.198865912,1.1683794037,0.9689998329,1.1668122504
0.8000830853,0.9227500336,1.1989061533,1.1684515985,0.9689843027,1.1668403508
0.8001073994,0.9227276768,1.1989437168,1.1684861459,0.9689814259,1.1668568083
0.800132161,0.9227410024,1.1989558824,1.1684815927,0.9689664746,1.1668737435
0.800169699,0.9227396162,1.1990157356,1.1685171642,0.9690214991,1.1669238451
0.8001904662,0.922698477,1.1990379608,1.1684961833,0.9690135869,1.1669897018
0.8002183371,0.9227067335,1.1990466631,1.1685184243,0.9690230522,1.1670140594
0.8001997406,0.9227436937,1.1990558029,1.1685344334,0.9689835772,1.1670643196
0.8001727522,0.9227567473,1.199079909,1.1685829565,0.9689910887,1.1671002858
0.8001144962,0.922750895,1.1990844349,1.1686812134,0.9690210765,1.167144777
0.8001291521,0.9227099599,1.1991428002,1.1687113,0.9690237392,1.1671799052
0.8000842023,0.9227326369,1.1992030702,1.1687670049,0.9690874817,1.1672109599
0.8000209136,0.9227311373,1.1992997526,1.1688124977,0.9691142371,1.1672646387
0.7999581215,0.9227246276,1.1993526938,1.1687645534,0.9690559818,1.1672947283
0.7998913209,0.9227055324,1.1994413866,1.1688247743,0.9690544275,1.1673478236
0.7999419284,0.9227035609,1.1994559116,1.1688619345,0.9690102097,1.1674012798
0.7999291182,0.922740755,1.1994701078,1.168883776,0.9689721635,1.1674372051
0.7999094134,0.922735794,1.1995297581,1.1689067229,0.9689569578,1.167494492
0.7999386822,0.9227356118,1.1995525282,1.1688857698,0.9689702518,1.1675470881
0.799985179,0.9227264204,1.1996034543,1.1689572269,0.9689685819,1.1676008681
0.8000061942,0.9227049019,1.1996577468,1.1689706034,0.9689541044,1.1675922781
0.7999937042,0.9226842885,1.1997324077,1.1690291647,0.9689421345,1.1676709918
0.8000015894,0.9227167622,1.1998205352,1.1690260225,0.9689091497,1.1677439558
0.8000237309,0.9226517264,1.199845798,1.1690308053,0.9689077734,1.1677848953
0.7999720864,0.9226230079,1.1998932277,1.1690796078,0.9689523464,1.1678289749
0.7999086331,0.9226590241,1.1999721187,1.1690800179,0.9689866855,1.1678699352
0.799909848,0.9226564003,1.2000073148,1.1690965999,0.9689741988,1.1679091291
0.7999086853,0.9226596533,1.200059901,1.1691170046,0.9689891602,1.1679888598
0.7998673843,0.9226424659,1.2001628597,1.1691699323,0.9689860756,1.1680419678
0.7998193263,0.9226333327,1.2001938653,1.1692305906,0.9690121186,1.1680726287
0.7997752926,0.922587398,1.2002396703,1.1692913274,0.9690322862,1.1681322558
0.799776064,0.9225008068,1.2002884658,1.1693823094,0.9690285938,1.1681956504
0.7997838539,0.922513342,1.2003480643,1.1693973734,0.9690397636,1.1682553179
0.799793345,0.9225030206,1.2004375321,1.1694382201,0.9690865878,1.168296754
0.7998059482,0.9224846817,1.2004541129,1.1694724031,0.9690619561,1.1683268085
0.79980188,0.92247907,1.2004697768,1.1695032487,0.9690828199,1.1684021252
0.7997634302,0.9224725963,1.2004916245,1.1695636738,0.9691041333,1.1684249092
0.7997726419,0.9224883777,1.200521132,1.1695787469,0.9690758896,1.1684416174
0.7998130159,0.9224772847,1.2004981142,1.1696433486,0.9690538911,1.1684637616
0.7997873622,0.9224961483,1.2005122751,1.1696564878,0.969030208,1.1684890778
0.7997476096,0.9224836315,1.2005259613,1.169644628,0.9690618897,1.1685517755
0.7997392083,0.9224811489,1.2006011943,1.1697032837,0.9690512182,1.1685891928
0.7997268097,0.9224719424,1.2006388476,1.1696781178,0.9690376204,1.1686285556
0.7997634697,0.9224357416,1.2006933452,1.1697182277,0.9690073909,1.1687068313
0.7997795511,0.922464591,1.2007825592,1.1697660234,0.9690069213,1.1686928602
0.7997503393,0.9224627707,1.2008163821,1.1697928907,0.9690220716,1.168695336
0.7997919886,0.9224729343,1.2008428995,1.1698337314,0.9689855458,1.1687675759
0.7998058044,0.9224644737,1.200901985,1.1698518943,0.9690257262,1.1687882109
0.799837667,0.9224787131,1.2008988675,1.1699227343,0.9690135603,1.1688043734
0.7999126687,0.9225047359,1.2009126085,1.1699391598,0.9689916199,1.1688439453
0.7999189022,0.9224756618,1.2009678931,1.169996731,0.9689514381,1.1688104903
0.7999693547,0.9224752069,1.2010161441,1.1700413665,0.9689314871,1.1688355864
0.7999577035,0.9224609569,1.2010507165,1.1700513056,0.968930903,1.1688756916
0.8000254511,0.9224952042,1.2010843406,1.1700464222,0.9689043536,1.1689307112
0.8000194122,0.9224703205,1.2011245824,1.1700891024,0.9688842522,1.168948303
0.8000220079,0.9224612552,1.201118804,1.1701300314,0.9688999096,1.1689847338
0.8000236606,0.9224479336,1.2011444159,1.170128646,0.9688818614,1.1690156137
0.800060315,0.922437032,1.2011707611,1.1701838749,0.9688777562,1.1690317289
0.8000031369,0.9224240713,1.2012007527,1.1702400531,0.9689034671,1.1690907137
0.8000051307,0.9224386532,1.2012682486,1.1702564957,0.9689241,1.1691597033
0.7999790265,0.922394474,1.2013426853,1.1702988366,0.9689134581,1.1692015195
0.8000468321,0.9223640877,1.2013551265,1.1702852445,0.9689673542,1.1692232548
0.800011002,0.9223579772,1.2014305967,1.1702962295,0.9689726723,1.1692663579
0.799993467,0.9223318938,1.2014620362,1.1703372218,0.9689451768,1.1693148973
0.7999117032,0.9223461756,1.2015305684,1.1703174245,0.9689281394,1.1693139735
0.799910971,0.9223777948,1.2015755316,1.1703354134,0.9689268555,1.1693317057
0.7999124437,0.9223899794,1.2016109599,1.1703800653,0.9689291126,1.1694073456
0.7999017949,0.9223687462,1.2016827962,1.1704033192,0.9689380215,1.1694259386
0.7999147093,0.9223789903,1.2017205845,1.1704414016,0.9689191884,1.1694820803
0.7998925466,0.9223601489,1.2017764236,1.1704769786,0.9688862702,1.1695411717
0.7998878276,0.9224004743,1.2018554285,1.170519636,0.9688922741,1.1695757296
0.7999180954,0.9223592313,1.2018615982,1.1705816895,0.9688736285,1.1696183712
0.7999255649,0.9223526125,1.2019319633,1.1706150883,0.968851765,1.1696429439
0.7999462363,0.9223968494,1.2019674393,1.1706724679,0.9688550421,1.169691192
0.7999481976,0.9223906684,1.2020235042,1.1707017098,0.9688630567,1.16974157
0.7999563997,0.9224155317,1.2020249991,1.170742216,0.9688453445,1.169782614
0.7999535589,0.9224186774,1.2020118918,1.1707491683,0.9688254562,1.1697648938
0.7999076818,0.9224087765,1.202072103,1.1707756971,0.96885244,1.1698059203
0.7999056897,0.9223776226,1.202098084,1.1708010243,0.9688440359,1.1698596563
0.7999239541,0.9223834412,1.2020819379,1.1707637179,0.9688241331,1.1699146633
0.7999188553,0.9223845398,1.202094839,1.1707885117,0.9688125713,1.1699828965
0.7998954999,0.9223563084,1.202097301,1.1708510963,0.9688586153,1.1700470952
0.799914184,0.9223610115,1.2021716517,1.1708861008,0.9688326796,1.1700584378
0.7999807569,0.9223416159,1.2022024285,1.1709105513,0.9688184107,1.1701024598
0.8000335954,0.9223135041,1.20224467,1.1709280801,0.9688506636,1.1701360142
0.8000007428,0.9222701114,1.2022905565,1.1709378214,0.9688901759,1.1701666249
0.7999457562,0.9222820673,1.2023073703,1.1709208156,0.9688756259,1.1702211624
0.7999274073,0.9223169716,1.2023510282,1.1709980605,0.9688556078,1.1702315095
0.7999142059,0.9223098143,1.2024075537,1.1709956966,0.9688690627,1.1702891317
0.7999056307,0.9222976049,1.2024378285,1.1710460918,0.9687858233,1.1703399575
0.7999114814,0.9223554651,1.202518487,1.1711253262,0.9687806756,1.1703853249
0.7999312419,0.9223484069,1.2025606712,1.1711896555,0.9687496671,1.1704314456
0.7999403061,0.9223450369,1.2025983142,1.1712250506,0.968801563,1.1705012938
0.8000681935,0.9223163452,1.2026361387,1.1712466455,0.9687820073,1.1705343526
0.8001263309,0.9223293523,1.2027106276,1.1712715676,0.9688059829,1.1705454657
0.8001707018,0.922319942,1.2027123992,1.1712900052,0.9688284325,1.1705830516
0.8001721446,0.9222851531,1.2027602843,1.1713170182,0.9687958358,1.1705790479
0.8002259441,0.9223136824,1.2027726251,1.1713268449,0.9687707903,1.1706050731
0.8002220784,0.9223004112,1.2027887405,1.1713157111,0.9688072916,1.1706599161
0.8002343314,0.9222913978,1.2028494737,1.1713494234,0.9688613271,1.1706929252
0.8002503902,0.9223291772,1.2028673946,1.1713686299,0.9689012845,1.1707323228
0.8002313853,0.9223376155,1.2029076339,1.171422604,0.9689246492,1.1707883412
0.8002548852,0.9223220675,1.2029335036,1.171440869,0.9689584572,1.170849974
0.8002909451,0.9223217723,1.2030000799,1.1714683741,0.9689220016,1.1709267383
0.8003095771,0.9223049768,1.2030657167,1.1714789132,0.9689266433,1.1709539308
0.8003433906,0.922303562,1.2030839549,1.1714981869,0.9689391072,1.1709737982
0.8003704271,0.9223069596,1.2031403628,1.1715339846,0.9689227157,1.1709956548
0.8003549246,0.9222760109,1.2031390759,1.1715481595,0.9689112982,1.1710468594
0.800366256,0.9222831342,1.2031788837,1.1715769031,0.9688986023,1.1710629937
0.8003669351,0.9223043172,1.2032497308,1.1716264644,0.9689204437,1.1710688299
0.8003435127,0.9222894963,1.2032917165,1.1716506926,0.9689238992,1.1711093018
0.800344663,0.9222708278,1.2033622428,1.1717149667,0.9689077007,1.1711497658
0.8003265843,0.9222569868,1.2034015611,1.1717045834,0.9688935063,1.1711848465
0.8003332307,0.9222481376,1.2034401818,1.1717977493,0.9688727038,1.1712214406
0.8003741586,0.9222478748,1.2034569287,1.1718194686,0.9687972857,1.171246424
0.8003898288,0.9222573933,1.2034954787,1.1718615644,0.9687860971,1.1712605732
0.8003919372,0.922251645,1.2035486324,1.1719237862,0.9687611395,1.1712962559
0.8004009249,0.9222707275,1.2035684448,1.1719623538,0.9687159124,1.1713423515
0.8004156957,0.9222405886,1.2035898994,1.1719834419,0.9687232791,1.171410237
0.8004196298,0.9222731697,1.2036109328,1.1719795476,0.968740799,1.1714392945
0.8004532674,0.9222770512,1.2036401175,1.1720088391,0.968736649,1.1714738114
0.8004513267,0.9223101034,1.2036942844,1.1720254167,0.9687333148,1.1714901997
0.800410315,0.9223139838,1.203760203,1.1720430901,0.968711581,1.1715254552
0.8003852049,0.9222892949,1.2037589245,1.1720586584,0.9686556849,1.1715678383
0.8004070923,0.922274597,1.2038369344,1.1720496355,0.9686791781,1.1716194798
0.8003856404,0.9222718261,1.2038952224,1.1720455234,0.9687007455,1.1716288078
0.8004345366,0.9222586036,1.2039491981,1.1721032593,0.9686852016,1.1716646256
0.8004551047,0.9222505084,1.2040065917,1.1721122418,0.9687429297,1.1716717572
0.800465428,0.9222781377,1.2040222373,1.1721211543,0.96877851,1.1716937709
0.8005001061,0.9222787923,1.2040924083,1.1721644501,0.9688020412,1.1717488794
0.8005631631,0.9222731588,1.2040959932,1.1721671149,0.9688123235,1.1717659577
0.8005375798,0.9222535594,1.204121388,1.1721996558,0.9687818369,1.1718312418
0.8005037691,0.9222925392,1.2041857088,1.1722168405,0.9688286936,1.1719196695
0.8004721535,0.9222870235,1.2041990716,1.1722985714,0.9688461062,1.1719712432
0.800518351,0.9222934495,1.2042300553,1.1723691659,0.9688361401,1.1720208411
0.8005270723,0.9222860827,1.2042739523,1.1724162216,0.9688141817,1.1720733115
0.8005353131,0.9223161406,1.2043649684,1.1724820149,0.9687886507,1.1720876737
0.8005100144,0.9223469986,1.2043975965,1.1724831669,0.968813312,1.1721130831
0.8004906349,0.9223336984,1.204429203,1.1724717422,0.9687965532,1.1721396714
0.8005217936,0.9223046691,1.2044553316,1.1724706561,0.9687828848,1.1721589722
0.8004888596,0.9223302505,1.2044727614,1.1724852172,0.9687717802,1.1722189501
0.8005228346,0.9223450614,1.2044998071,1.1724986856,0.9687492434,1.1722431966
0.8005364124,0.9223358818,1.2045563785,1.1725490259,0.9687634143,1.172281726
0.8005447207,0.922306908,1.2046089482,1.1725531507,0.9687768398,1.1723187039
0.8005121883,0.92228387,1.2046315138,1.172600474,0.9687866863,1.1723012889
0.8005145644,0.9222785571,1.2046383071,1.1726324298,0.9687999454,1.1723197379
0.8004906694,0.9222576271,1.2046865677,1.1726739424,0.9688132751,1.1723454289
0.8005114598,0.9222699314,1.2047216609,1.1727330526,0.9687983534,1.1723486851
0.8005125335,0.9222752722,1.2047559572,1.1727599255,0.9687958291,1.172390347
0.800517899,0.9222740495,1.2047658845,1.1727762702,0.9687751042,1.1724266838
0.8005742382,0.922250922,1.2047948484,1.1728081728,0.9687183356,1.1724399375
0.8005362182,0.9222488213,1.2048034211,1.1728332277,0.9687406513,1.1724967358
0.800551006,0.9222689953,1.2048272226,1.1728908328,0.9686977112,1.1725150419
0.8005280807,0.9222565568,1.204869909,1.1728976502,0.9686883541,1.172551359
0.8005242399,0.9222679512,1.2049029487,1.1729085181,0.96870056,1.1726239639
0.8004965821,0.9222460698,1.2049333218,1.1729585458,0.9686763436,1.1726853013
0.8004973908,0.9222438048,1.2049811428,1.1729862251,0.9686945564,1.1726993423
0.800469093,0.9222629151,1.2050104554,1.1729937169,0.9687312033,1.1727290592
0.8004228828,0.9222643681,1.2050263979,1.1730083007,0.9686748117,1.1727612194
0.8004196292,0.9222688215,1.2050280381,1.1730617896,0.9686507451,1.1727636129
0.8004388972,0.9222847841,1.2050823091,1.1730677037,0.9686317236,1.1727818114
0.8003715293,0.922297279,1.2051224588,1.1730690386,0.9686501845,1.1727861124
0.8003338792,0.9222877449,1.2051856467,1.1730943305,0.9686462544,1.172842849
0.8002647156,0.9222923067,1.2052182383,1.1731179369,0.968637659,1.1728831147
0.8002388021,0.9223100285,1.2052395948,1.173113398,0.9686313067,1.1728480744
0.8002669637,0.9223018609,1.2052651614,1.1731194643,0.9686095543,1.1728905065
0.8002478641,0.9223028898,1.2052887726,1.1731042777,0.9685511063,1.1729132467
0.8003028467,0.9223424827,1.2053032905,1.1731079091,0.9685722352,1.1729078515
0.8003079511,0.9223739101,1.2053493527,1.1731703553,0.9685349066,1.1729190013
0.8003010109,0.9223906971,1.2053798317,1.17318734,0.9685664553,1.1729540531
0.8002913095,0.9223997611,1.2054065529,1.1732279725,0.9685467207,1.1729861146
0.8003091113,0.9224097991,1.2054243063,1.173222549,0.9685573356,1.1730143428
0.8003087277,0.9224213882,1.2054647334,1.1732354997,0.9685565113,1.1730354789
0.8003514648,0.9224088099,1.2054580336,1.1732482673,0.9685477644,1.1730802216
0.800316041,0.9224242596,1.2054594582,1.1732898455,0.9685159166,1.1730962594
0.8003191515,0.9224492522,1.2055193207,1.1733484247,0.9685480786,1.1731460171
0.800358648,0.9224238565,1.205569627,1.1733543644,0.9685665912,1.1731843549
0.8003112004,0.9223968887,1.2056031772,1.1733719708,0.9685577461,1.1732387732
0.8003377464,0.9223920705,1.2056447065,1.1734282271,0.9685389128,1.1732258023
0.8002888253,0.9224232456,1.2056838476,1.1734327018,0.9685561741,1.1732515428
0.800315401,0.9223892588,1.2057358005,1.1734520558,0.9685450826,1.1733065253
0.8002900557,0.9224081075,1.2057438693,1.1734555001,0.9685584936,1.1733046049
0.8002572963,0.9223817368,1.2057827729,1.1734822513,0.9685574569,1.1733259776
0.8002256955,0.9223734645,1.2058332381,1.1734711816,0.9685547192,1.1733800658
0.8002275052,0.9223805128,1.2058528413,1.1734944806,0.9685731086,1.1733981256
0.8002158869,0.9224058764,1.2058889968,1.1735234868,0.9685825364,1.1734509271
0.8002085225,0.9224215332,1.2059026775,1.1735918514,0.9685910741,1.1734763261
0.8002350152,0.922399666,1.2059554173,1.1736028042,0.9685877748,1.1734747312
0.8002027515,0.922392166,1.2059499122,1.1736250093,0.9685973506,1.1735184622
0.8002312294,0.9223856394,1.2059865533,1.1736535654,0.9686248427,1.1735729233
0.8001933937,0.9223786025,1.2060255015,1.1736533226,0.9685935759,1.1735842664
0.8002334112,0.9223737932,1.2060656178,1.1736612194,0.9686062287,1.1736409566
0.8002267131,0.9223476458,1.2061103942,1.1737040622,0.9685968902,1.1736734549
0.8002205341,0.9223497138,1.206169896,1.1737152481,0.9685703008,1.1737032783
0.8002251731,0.9223466219,1.2061632938,1.1737554165,0.9685862415,1.1737219658
0.8002043663,0.9223523466,1.2061882264,1.1737737185,0.9685277511,1.1737628623
0.8002204683,0.9223493842,1.2062017532,1.173788815,0.968555496,1.1737686187
0.8002442232,0.9223502873,1.2062561181,1.1737846552,0.9685394585,1.1737884104
0.8001587239,0.9223613825,1.2062995596,1.1738139805,0.9685332299,1.173795808
0.8002006274,0.9223886146,1.2063303209,1.1738231657,0.968527085,1.1738226926
0.8001526705,0.9224022523,1.2063485604,1.1738394665,0.9685655826,1.1738678032
0.8001073693,0.922409426,1.2063585374,1.1738681928,0.9685241264,1.1738898711
0.8001473284,0.9224106868,1.2063951563,1.1738417416,0.9685582763,1.1739142223
0.8001518901,0.9224262986,1.2064109542,1.1738711829,0.9685540132,1.1739606332
0.800116669,0.9224356529,1.2064231632,1.173903547,0.9685573819,1.1739877038
0.8000821742,0.9224166327,1.2064789827,1.1739384956,0.9685638332,1.1740451414
0.8000874965,0.9224121439,1.2065154698,1.173940152,0.9685007785,1.1740778481
0.8000463831,0.9223955761,1.2065309179,1.1739518692,0.9684900167,1.1740956477
0.8000572893,0.9223883049,1.2065406085,1.1740081601,0.9684892992,1.1741382723
0.8000534469,0.9223764343,1.2065292013,1.1739825261,0.9684954012,1.1741936135
0.800056381,0.9223539761,1.2065178967,1.1739909965,0.9685082901,1.1742140825
0.8001071776,0.9223517563,1.2065423484,1.1740388587,0.9685335473,1.174255207
0.8000659194,0.922337522,1.2065867468,1.1740450393,0.9685211459,1.1742704078
0.8000453544,0.9223053773,1.2066128056,1.1740652794,0.9684747012,1.1742477078
0.8000455302,0.922289115,1.2066637241,1.1740851299,0.9684555637,1.1742724297
0.8000643328,0.9222460466,1.2066928694,1.1741056087,0.9684179259,1.1743508097
0.8000755665,0.922241318,1.2067339432,1.1741500012,0.9683814296,1.174388512
0.8000847648,0.9222407093,1.2067892008,1.1741471965,0.968403901,1.1744189635
0.8000821935,0.9222518688,1.2068129866,1.1741989826,0.968402884,1.1744199262
0.8000873303,0.9223081248,1.2068332226,1.17420142,0.968343969,1.1744330968
0.8000261237,0.9223109769,1.2068527489,1.1742609529,0.9683872403,1.1744456681
0.8000316105,0.9222804424,1.206888251,1.1742297306,0.9684138267,1.1744613587
0.799992883,0.9223032334,1.2069146029,1.1742342431,0.9684721617,1.1744823414
0.7999734401,0.9223056373,1.2069868911,1.1742953741,0.9684349912,1.1744995265
0.8000247331,0.9222913414,1.2069815358,1.1743172465,0.9684570298,1.174537229
0.8000244649,0.9222862717,1.2069916228,1.1743260711,0.9684588191,1.1745347682
0.8000465881,0.9223090382,1.2070430168,1.17437009,0.9684514239,1.1745468165
0.800021781,0.922313101,1.2070548569,1.1743664304,0.9684568121,1.1745913382
0.8000240536,0.9223194413,1.2070701072,1.1743919775,0.9684712884,1.1746079204
0.8000215237,0.9223096641,1.2070550147,1.1744192223,0.9684860452,1.1745995543
0.7999969916,0.9223053346,1.2071174218,1.174424344,0.9684736993,1.1746179485
0.8000203851,0.9223029083,1.2071560062,1.1744292337,0.9684533169,1.1746472549
0.8000524951,0.9223270372,1.2071945862,1.174499048,0.9684487547,1.1746859793
0.8000454885,0.9223279554,1.2072126365,1.1745213554,0.968410343,1.174717192
0.8000881791,0.9223485615,1.20727127,1.1745475815,0.9684085143,1.1747176651
0.8001145353,0.9223252265,1.2072816285,1.1745482725,0.9684268695,1.1747394939
0.8000915604,0.9222829116,1.207293615,1.1745594245,0.9684048306,1.1747780543
0.800066693,0.9222979204,1.2073430163,1.174593805,0.9683681167,1.1748043958
0.8000726136,0.922306464,1.2073986398,1.1746438608,0.9683601665,1.1748520089
0.8000949452,0.9222974304,1.2074119594,1.174697122,0.9683884266,1.1748632669
0.8000797384,0.9222970809,1.2074155058,1.174687527,0.9683983914,1.1748891045
0.800070918,0.9222919274,1.2074162045,1.1747312504,0.9684012176,1.1748991169
0.8000727885,0.9222908479,1.2074648759,1.174780384,0.968403518,1.174894397
0.8000688044,0.9222655626,1.2074626359,1.1748101354,0.968448364,1.1749293458
0.8000650063,0.9222859641,1.20752511,1.1747864788,0.9684365655,1.1749361946
0.8000533242,0.9222821657,1.2075595593,1.1747871981,0.9683984497,1.1749956031
0.8000547049,0.922308565,1.2075839539,1.1748244684,0.968438448,1.1750453337
